id,palabra,edad_de_adquisicion_m,edad_de_adquisicion_sd,categoria_palabra
5493,"decepción",9.06,1.932,2
5494,"decímetro",7.98,1.584,2
5495,"defendido",7.18,2.106,1
5496,"demasiado",5.86,2.330,4
5497,"demócrata",10.44,1.091,2
5498,"demostrar",7.80,2.010,1
5499,"deportiva",7.16,1.899,3
5500,"deportivo",7.34,2.182,2
5501,"depresión",9.60,1.852,2
5502,"depresivo",9.86,1.539,3
5503,"deprimido",8.20,1.959,3
5504,"derrotero",10.36,1.467,2
5505,"desagrado",8.98,2.035,2
5506,"desamparo",9.96,1.470,2
5507,"descansar",4.82,2.439,1
5508,"descosido",6.96,2.204,2
5509,"descubrir",6.38,2.203,1
5510,"desdeñoso",10.66,1.171,3
5511,"desengaño",9.90,1.403,2
5512,"desenlace",9.28,1.578,2
5513,"desgracia",8.00,2.222,2
5514,"desmentir",9.32,1.720,1
5515,"despedida",6.02,2.227,3
5516,"despierto",4.07,1.340,3
5517,"desprecio",8.14,2.030,2
5518,"detective",6.86,2.157,2
5519,"detención",7.80,2.373,2
5520,"diamantes",7.18,2.362,2
5521,"diciembre",5.26,1.496,4
5522,"dictadura",10.32,1.421,2
5523,"dieciocho",4.84,1.462,4
5524,"dieciséis",5.12,1.335,4
5525,"diferente",5.38,1.989,3
5526,"difíciles",5.38,1.640,3
5527,"dimensión",9.74,1.747,2
5528,"dinamismo",10.34,1.465,2
5529,"diplomado",10.14,1.370,2
5530,"diputados",10.18,1.480,2
5531,"dirección",5.92,1.957,2
5532,"discípulo",7.72,2.286,2
5533,"discoteca",8.96,2.070,2
5534,"discusión",6.94,2.436,2
5535,"disfraces",4.16,1.557,2
5536,"disfrutar",6.68,2.015,1
5537,"distancia",6.48,2.358,2
5538,"distintas",5.32,1.708,4
5539,"distintos",5.40,1.979,4
5540,"disturbio",10.06,1.150,2
5541,"diversión",5.80,2.347,2
5542,"divertida",5.02,1.846,3
5543,"divertido",4.40,1.702,3
5544,"documento",8.78,2.122,2
5545,"domicilio",6.18,2.413,2
5546,"dominante",8.62,1.713,3
5547,"económica",9.74,1.664,3
5548,"económico",8.84,1.833,3
5549,"educación",6.44,1.991,2
5550,"ejecución",9.76,1.697,2
5551,"ejecutivo",8.82,1.587,2
5552,"ejercicio",5.84,1.730,2
5553,"electoral",10.22,1.036,3
5554,"eléctrica",7.12,1.976,3
5555,"eléctrico",7.18,2.037,3
5556,"elegancia",8.60,1.852,2
5557,"elemental",9.28,1.896,3
5558,"elementos",7.66,1.533,2
5559,"elevación",8.40,2.390,2
5560,"embajador",10.08,1.192,2
5561,"emocional",9.06,2.045,3
5562,"emperador",7.78,1.982,2
5563,"empezamos",5.22,1.682,1
5564,"empotrado",8.64,2.097,1
5565,"enamorado",7.62,2.531,3
5566,"encantado",6.82,2.007,3
5567,"encargada",7.94,2.034,2
5568,"encerrado",5.24,2.056,3
5569,"encontrar",4.62,1.850,1
5570,"encuentra",4.78,2.188,1
5571,"encuentro",7.50,1.887,2
5572,"enemistad",8.74,2.107,2
5573,"enfermera",6.00,1.979,2
5574,"enfermero",5.62,1.602,2
5575,"enjuiciar",10.60,1.010,1
5576,"enseguida",5.64,1.849,4
5577,"enseñanza",6.40,2.148,2
5578,"entendido",6.04,2.109,1
5579,"entiendes",5.94,2.094,1
5580,"erudición",10.80,0.728,2
5581,"escaleras",3.87,1.044,2
5582,"escándalo",7.40,2.259,2
5583,"escenario",5.46,2.121,2
5584,"escéptico",10.70,0.614,3
5585,"escondite",3.88,1.438,2
5586,"escorbuto",10.30,1.282,2
5587,"escorpión",6.42,2.120,2
5588,"escritura",5.92,1.957,2
5589,"escrúpulo",10.28,1.294,2
5590,"escultura",8.58,1.830,2
5591,"esmeralda",7.60,2.373,2
5592,"espagueti",4.44,1.631,2
5593,"espantoso",7.00,2.268,3
5594,"españolas",5.76,1.975,3
5595,"españoles",5.44,1.960,3
5596,"espárrago",7.62,2.039,2
5597,"espejismo",9.04,1.916,2
5598,"esperamos",5.70,1.898,1
5599,"esperando",5.04,2.099,1
5600,"esperanza",7.94,1.789,2
5601,"espinacas",5.56,2.260,2
5602,"esplendor",8.82,1.913,2
5603,"esqueleto",6.98,2.025,2
5604,"estábamos",5.70,1.619,1
5605,"estancado",8.38,2.059,3
5606,"esterlina",10.44,1.163,2
5607,"estiércol",7.60,2.499,2
5608,"estimular",9.74,1.426,1
5609,"estornudo",4.88,2.115,2
5610,"estrellas",4.16,1.658,2
5611,"estropajo",6.80,2.030,2
5612,"estruendo",7.72,2.119,2
5613,"estudiado",6.44,2.082,1
5614,"estudioso",6.50,1.529,3
5615,"estupendo",6.54,2.215,3
5616,"estuviera",6.80,2.138,1
5617,"estuvimos",6.14,1.578,1
5618,"eternidad",8.96,1.818,2
5619,"eutanasia",10.60,0.969,2
5620,"evidencia",10.02,1.363,2
5621,"evocación",9.84,1.942,2
5622,"evolución",9.18,1.480,2
5623,"exactitud",9.32,1.544,2
5624,"excursión",4.52,1.776,2
5625,"exigencia",9.32,1.696,2
5626,"expansión",9.94,1.420,2
5627,"explanada",8.68,2.104,2
5628,"explosión",6.88,2.076,2
5629,"expresión",8.12,2.125,2
5630,"exquisito",8.40,2.100,3
5631,"extensión",9.36,1.711,2
5632,"extinción",8.96,1.895,2
5633,"extrañeza",9.16,1.899,2
5634,"facilidad",8.02,1.953,2
5635,"fastidiar",6.08,2.137,1
5636,"fatalidad",9.40,1.702,2
5637,"felicidad",5.72,1.874,2
5638,"fenomenal",7.50,2.197,3
5639,"fidelidad",9.78,1.582,2
5640,"filiación",10.58,1.071,2
5641,"filosofía",10.00,1.512,2
5642,"finalidad",8.78,2.023,2
5643,"finalizar",5.88,1.722,1
5644,"fisonomía",10.78,1.200,2
5645,"flautista",6.18,1.804,3
5646,"flequillo",6.16,2.189,2
5647,"fontanero",7.10,1.693,3
5648,"formación",9.14,1.796,2
5649,"fortaleza",8.18,2.164,2
5650,"fotocopia",7.34,1.379,2
5651,"fotógrafo",5.46,1.606,2
5652,"fragancia",8.48,1.474,2
5653,"fragmento",9.10,1.502,2
5654,"franceses",7.34,1.836,2
5655,"frecuente",8.08,2.039,3
5656,"fregadero",5.14,1.980,2
5657,"frustrado",9.32,1.900,3
5658,"fundación",9.43,1.064,2
5659,"furgoneta",5.92,2.029,2
5660,"gabardina",6.64,2.414,2
5661,"ganadería",7.40,1.852,2
5662,"ganancias",8.10,2.350,2
5663,"garbanzos",4.90,1.418,2
5664,"gavilanes",9.70,1.607,2
5665,"generales",7.58,1.774,3
5666,"geografía",8.56,1.775,2
5667,"geometría",9.14,2.010,2
5668,"gestación",9.76,1.733,2
5669,"gestionar",10.38,1.260,1
5670,"gibraltar",9.50,1.594,2
5671,"gramática",8.26,1.967,2
5672,"grandioso",8.50,2.140,3
5673,"grapadora",6.18,1.781,2
5674,"guardería",3.46,1.764,2
5675,"habilidad",8.40,1.874,2
5676,"habitante",7.60,1.927,2
5677,"halloween",7.72,1.896,2
5678,"hegemonía",10.76,0.938,2
5679,"hepatitis",10.26,1.482,2
5680,"hermandad",9.88,1.534,2
5681,"hermosura",7.40,2.286,2
5682,"hidalguía",10.50,1.129,2
5683,"hidrógeno",9.86,1.457,2
5684,"hipótesis",10.52,0.886,2
5685,"historias",5.36,1.967,2
5686,"histórico",9.18,1.612,3
5687,"homicidio",9.56,1.554,2
5688,"horizonte",7.66,1.880,2
5689,"horóscopo",7.38,1.794,2
5690,"horquilla",8.14,2.483,2
5691,"hortaliza",6.94,1.900,2
5692,"humanidad",9.36,1.687,2
5693,"identidad",8.80,1.917,2
5694,"imagínate",6.52,2.314,1
5695,"imparcial",9.90,1.474,3
5696,"imposible",6.47,1.479,3
5697,"impotente",10.30,1.233,3
5698,"impresión",9.14,1.807,2
5699,"impresora",9.24,1.901,2
5700,"inanición",10.76,1.287,2
5701,"incentivo",10.18,1.453,2
5702,"incidente",9.94,1.252,2
5703,"incrédulo",10.18,1.289,3
5704,"increíble",7.06,2.094,3
5705,"indecente",9.86,1.578,3
5706,"indefenso",7.84,2.189,3
5707,"individuo",8.12,2.210,2
5708,"industria",9.04,1.702,2
5709,"infección",7.38,2.267,2
5710,"ingeniero",9.46,2.032,2
5711,"inmutarse",9.68,1.684,1
5712,"inocencia",8.70,1.876,2
5713,"inquietud",8.68,2.343,2
5714,"inquilino",9.78,1.753,2
5715,"insolente",9.42,1.864,2
5716,"inspector",8.56,1.775,2
5717,"inspirado",8.62,1.615,3
5718,"instituto",8.96,1.590,2
5719,"intelecto",10.12,1.239,2
5720,"intención",7.92,2.320,2
5721,"intereses",8.48,2.013,2
5722,"intestino",8.40,1.761,2
5723,"intimidad",9.22,1.718,2
5724,"intuición",9.70,1.669,2
5725,"invención",8.16,2.122,2
5726,"inversión",10.03,1.090,2
5727,"invertido",9.38,1.937,3
5728,"invitados",5.82,1.837,2
5729,"inyección",4.44,1.680,2
5730,"isósceles",10.04,1.261,3
5731,"izquierda",4.80,2.030,2
5732,"izquierdo",4.46,1.619,3
5733,"jerarquía",10.24,1.636,2
5734,"jugadores",5.16,1.931,2
5735,"juramento",7.74,2.008,2
5736,"kilómetro",7.32,1.731,2
5737,"lagartija",4.92,1.978,2
5738,"lanzarote",5.86,2.321,2
5739,"lentillas",9.38,1.817,2
5740,"lloriqueo",4.14,1.895,2
5741,"localidad",8.04,2.040,2
5742,"madrileño",7.89,1.440,3
5743,"madrugada",7.36,1.903,2
5744,"magdalena",3.70,1.374,2
5745,"magistral",9.94,1.609,3
5746,"manantial",7.50,1.951,2
5747,"manganeso",10.76,0.625,2
5748,"maniático",8.98,2.535,2
5749,"manicomio",8.52,2.102,2
5750,"maravilla",6.76,2.066,2
5751,"marcianas",7.62,1.978,3
5752,"margarita",4.56,1.864,2
5753,"marioneta",4.70,2.053,2
5754,"mariquita",4.44,1.897,2
5755,"marketing",10.60,0.926,2
5756,"masculino",5.74,1.967,3
5757,"matrícula",7.90,2.533,2
5758,"mayúscula",4.92,1.496,2
5759,"mecanismo",9.26,1.827,2
5760,"melocotón",4.34,1.757,2
5761,"memorizar",6.72,1.841,1
5762,"menguante",9.24,1.813,3
5763,"mentirosa",4.75,1.322,3
5764,"mentiroso",5.10,1.717,3
5765,"mercancía",8.28,1.773,2
5766,"mermelada",4.68,1.671,2
5767,"metrópoli",9.66,1.891,2
5768,"micrófono",5.58,2.001,2
5769,"miércoles",3.86,1.414,2
5770,"milímetro",7.90,1.488,2
5771,"militares",7.26,2.155,3
5772,"miniatura",7.50,1.951,4
5773,"minifalda",7.34,2.016,2
5774,"ministros",9.38,1.783,2
5775,"minucioso",10.24,1.222,3
5776,"miocardio",10.74,0.723,2
5777,"modalidad",9.80,1.370,2
5778,"monarquía",9.86,1.773,2
5779,"monopatín",5.16,2.004,2
5780,"monumento",8.44,1.897,2
5781,"movilidad",8.86,1.885,2
5782,"muchísima",5.86,2.241,3
5783,"muchísimo",5.12,1.780,3
5784,"mucosidad",7.90,2.644,2
5785,"municipio",7.70,2.131,2
5786,"muñequera",7.72,1.928,2
5787,"musculoso",6.80,1.990,3
5788,"narcótico",10.80,0.495,3
5789,"narración",7.52,1.693,2
5790,"natalidad",9.26,1.904,2
5791,"naturales",7.60,2.195,3
5792,"necesario",7.22,1.982,3
5793,"necesidad",7.72,1.841,2
5794,"necesitan",5.38,1.627,1
5795,"neurótico",10.48,1.015,3
5796,"nicaragua",9.78,1.389,2
5797,"novelista",9.40,1.604,2
5798,"noviembre",4.94,1.695,4
5799,"obstáculo",8.14,2.010,2
5800,"ocasiones",7.74,1.688,2
5801,"occidente",9.20,1.738,2
5802,"ocupación",8.46,1.951,2
5803,"operación",6.36,1.893,2
5804,"oposición",9.38,2.069,2
5805,"optimismo",9.54,1.555,2
5806,"orangután",6.74,2.473,2
5807,"ordenador",7.80,2.231,2
5808,"orgulloso",7.92,1.794,3
5809,"oscuridad",4.20,2.458,2
5810,"paciencia",7.50,2.401,2
5811,"palestina",9.62,1.602,2
5812,"palomitas",4.44,2.101,2
5813,"pandereta",4.90,1.940,2
5814,"paragüero",8.20,1.874,2
5815,"parálisis",9.34,1.791,2
5816,"parroquia",6.44,2.072,2
5817,"partícula",10.14,1.309,2
5818,"pasaporte",8.62,1.999,2
5819,"pasodoble",8.06,2.280,2
5820,"pasotismo",9.78,1.632,2
5821,"patronato",10.40,1.107,2
5822,"pegamento",4.24,1.098,2
5823,"películas",4.28,1.762,2
5824,"peligrosa",5.54,2.349,3
5825,"peligroso",4.74,1.988,3
5826,"pendiente",5.64,2.585,2
5827,"península",7.30,2.261,2
5828,"periódico",5.59,1.288,2
5829,"periquito",5.06,1.867,2
5830,"perseguir",6.14,2.204,1
5831,"personaje",6.10,2.159,2
5832,"perspicaz",10.60,0.969,3
5833,"pertenece",7.58,2.071,1
5834,"pesadilla",5.48,1.843,2
5835,"pesimismo",10.28,1.341,2
5836,"planteado",8.56,1.656,1
5837,"platillos",6.14,2.148,2
5838,"playmobil",5.04,2.070,4
5839,"plumífero",10.22,1.475,2
5840,"población",8.44,1.842,2
5841,"podríamos",6.34,2.086,1
5842,"poliéster",9.64,1.838,2
5843,"políticas",8.80,1.750,3
5844,"políticos",8.36,1.903,2
5845,"pontífice",10.32,1.558,2
5846,"porcelana",7.42,2.100,3
5847,"porquería",6.50,2.288,2
5848,"posterior",7.86,1.830,3
5849,"precisión",9.98,1.186,2
5850,"predicado",8.94,1.683,2
5851,"preferido",5.54,2.032,1
5852,"preguntar",4.54,1.897,1
5853,"preguntas",5.26,1.454,2
5854,"prejuicio",10.36,1.241,2
5855,"preocupar",7.42,2.031,1
5856,"preparado",6.42,2.148,3
5857,"presencia",8.74,2.098,2
5858,"presentar",6.16,1.570,1
5859,"prestigio",10.30,1.055,2
5860,"presumido",6.52,2.375,3
5861,"pretender",8.82,1.903,1
5862,"primavera",4.66,1.710,2
5863,"principal",7.46,2.252,3
5864,"principio",5.84,2.142,2
5865,"problemas",6.56,1.971,2
5866,"procesión",6.78,2.315,2
5867,"producido",7.56,1.853,1
5868,"productor",9.34,1.636,3
5869,"productos",7.28,2.031,2
5870,"profesión",6.82,1.903,2
5871,"profesora",3.22,1.569,2
5872,"programas",5.96,1.795,2
5873,"prohibido",4.96,2.213,3
5874,"promoción",9.26,1.782,2
5875,"pronombre",8.60,1.552,2
5876,"propiedad",8.74,1.904,2
5877,"propósito",9.36,1.747,2
5878,"propuesta",9.68,1.421,2
5879,"protegido",6.36,2.058,3
5880,"prototipo",10.46,0.994,2
5881,"provincia",8.20,1.539,2
5882,"provisión",9.82,1.395,2
5883,"proyector",9.52,1.982,2
5884,"proyectos",8.94,1.973,2
5885,"prudencia",8.98,1.900,2
5886,"psicólogo",9.38,1.817,2
5887,"quemadura",5.00,2.157,2
5888,"queroseno",10.46,1.199,2
5889,"realizado",7.52,1.764,1
5890,"realmente",7.86,2.080,4
5891,"recepción",8.42,2.232,2
5892,"rechazado",7.40,2.204,1
5893,"recibidor",7.80,2.148,2
5894,"reclusión",10.46,1.110,2
5895,"recogedor",6.24,2.300,2
5896,"reconocer",7.32,1.584,1
5897,"recorrido",6.90,1.282,2
5898,"recuerdos",7.30,2.073,2
5899,"redacción",8.14,1.969,2
5900,"reflexión",8.96,2.010,2
5901,"refugiado",8.20,1.927,3
5902,"relámpago",6.16,1.658,2
5903,"relevante",10.12,1.256,3
5904,"religiosa",6.56,2.224,3
5905,"religioso",6.14,2.119,3
5906,"repostero",8.48,2.270,2
5907,"represión",10.38,1.427,2
5908,"república",10.10,1.515,2
5909,"repulsión",9.68,1.867,2
5910,"requisito",10.18,1.240,2
5911,"reservado",7.94,1.845,3
5912,"resfriado",5.08,1.915,2
5913,"responder",5.40,1.702,1
5914,"respuesta",5.68,1.932,2
5915,"resultado",6.40,1.629,2
5916,"retrasado",6.90,1.787,1
5917,"reverendo",8.74,1.957,2
5918,"reverente",10.14,1.616,3
5919,"revertido",10.58,0.928,1
5920,"revistero",8.34,2.273,2
5921,"rinconera",8.52,1.940,2
5922,"rodillera",7.34,2.115,2
5923,"romántico",8.04,1.906,3
5924,"rotulador",3.58,1.691,2
5925,"sabiduría",8.84,1.811,2
5926,"sacerdote",6.32,2.104,2
5927,"salamanca",8.82,1.561,2
5928,"salvación",7.62,2.276,2
5929,"sanatorio",9.44,1.786,2
5930,"sandalias",5.22,2.269,2
5931,"sanguíneo",8.92,1.523,3
5932,"santuario",8.98,1.932,2
5933,"sarampión",6.82,2.027,2
5934,"secuestro",8.35,1.217,2
5935,"seguridad",6.76,2.752,2
5936,"selección",8.62,1.872,2
5937,"selectiva",9.84,1.448,3
5938,"semblante",10.20,1.641,2
5939,"semejanza",8.46,2.062,2
5940,"sencillez",8.36,2.257,2
5941,"sensación",7.76,2.191,2
5942,"sentencia",10.26,1.175,2
5943,"sepultura",9.40,2.241,2
5944,"serenidad",9.86,1.262,2
5945,"serpiente",4.64,1.396,2
5946,"servicios",7.28,1.830,2
5947,"significa",5.96,2.157,1
5948,"siguiente",6.00,1.552,3
5949,"similitud",9.42,1.830,2
5950,"simpático",5.26,2.068,3
5951,"sindicato",10.60,0.969,2
5952,"sinfónica",9.26,1.747,2
5953,"sintético",9.92,1.441,3
5954,"sirvienta",7.46,1.919,2
5955,"sirviente",7.02,1.245,2
5956,"situación",7.86,2.119,2
5957,"sobriedad",10.42,0.992,2
5958,"solamente",7.22,1.855,4
5959,"solitario",6.94,1.707,3
5960,"sombrilla",5.88,2.057,2
5961,"soviética",9.96,1.511,2
5962,"submarino",6.96,1.726,2
5963,"sugestión",9.10,3.284,2
5964,"sujetador",6.84,2.351,2
5965,"sulfúrico",10.49,0.668,3
5966,"tanatorio",9.80,1.641,2
5967,"techumbre",10.06,1.634,2
5968,"telegrama",8.50,1.787,2
5969,"televisor",3.06,1.331,2
5970,"tempestad",7.82,2.145,2
5971,"temporada",8.32,1.911,2
5972,"tenacidad",9.30,2.550,2
5973,"tendencia",9.92,1.426,2
5974,"tendremos",5.82,1.535,1
5975,"terminado",5.42,1.907,1
5976,"terremoto",6.44,2.177,2
5977,"terrestre",7.58,1.842,3
5978,"testículo",9.02,2.045,2
5979,"tobillera",7.56,1.981,2
5980,"tolerante",8.74,2.107,3
5981,"trabajado",6.72,1.980,1
5982,"tradición",7.72,2.250,2
5983,"traductor",8.98,1.964,2
5984,"trampolín",5.26,1.588,2
5985,"tranquila",5.78,1.833,3
5986,"tranquilo",5.74,1.957,3
5987,"trastorno",9.94,1.406,2
5988,"travesura",4.74,1.759,2
5989,"triángulo",4.60,1.906,2
5990,"turística",8.74,1.871,3
5991,"umbilical",8.54,1.992,2
5992,"utensilio",8.50,2.003,2
5993,"vagabundo",7.64,1.838,2
5994,"variación",9.46,2.043,2
5995,"veintidós",5.34,1.560,4
5996,"veintiuno",5.10,1.344,2
5997,"velocidad",6.92,2.481,2
5998,"verdadera",6.64,1.956,3
5999,"verdadero",5.54,1.717,3
6000,"vergüenza",5.00,1.807,2
6001,"vertebral",8.58,1.630,2
6002,"vertedero",7.20,1.979,2
6003,"vestíbulo",9.58,2.304,2
6004,"vibración",8.20,1.969,2
6005,"vigilante",7.38,1.937,3
6006,"violación",9.30,1.460,2
6007,"violencia",7.46,2.367,2
6008,"vitalidad",9.26,1.614,2
6009,"viviendas",7.26,2.239,2
6010,"zanahoria",3.66,1.636,2
6011,"zapatilla",4.60,2.268,2
6012,"zoológico",5.64,1.967,2
6013,"abandonado",6.06,1.659,3
6014,"abecedario",4.86,1.498,2
6015,"abnegación",10.80,0.612,2
6016,"abundancia",7.84,2.014,2
6017,"acantilado",7.86,1.852,2
6018,"aceptación",8.68,2.199,2
6019,"aclaración",8.86,1.852,2
6020,"acompañada",6.00,2.167,3
6021,"acompañado",5.36,1.466,3
6022,"activación",9.54,1.644,2
6023,"actualidad",8.24,1.912,2
6024,"admiración",8.52,2.043,2
6025,"aeropuerto",6.44,2.830,2
6026,"afirmación",7.98,2.334,2
6027,"afortunado",7.90,2.033,3
6028,"agradecido",7.12,2.144,3
6029,"agricultor",6.80,2.010,2
6030,"agrupación",8.58,2.081,2
6031,"alcohólica",9.52,1.607,3
6032,"alcohólico",8.18,1.903,3
6033,"alcornoque",8.70,2.206,3
6034,"alteración",9.12,2.096,2
6035,"amabilidad",7.68,1.911,2
6036,"ambulancia",4.48,2.053,2
6037,"americanos",7.54,1.740,2
6038,"angustiado",7.94,2.142,3
6039,"anteriores",6.98,1.558,3
6040,"anticiclón",9.72,1.654,2
6041,"antigüedad",7.66,1.996,2
6042,"antipático",6.90,2.063,3
6043,"antisocial",10.15,0.751,3
6044,"apariencia",9.28,1.928,2
6045,"aplicación",9.20,1.485,2
6046,"aportación",9.90,1.446,2
6047,"apostolado",10.46,1.129,2
6048,"aprobación",7.56,1.971,2
6049,"archivador",7.92,2.146,2
6050,"arqueólogo",9.04,1.906,2
6051,"arquitecto",8.80,2.204,2
6052,"artificial",7.86,1.726,3
6053,"artillería",9.70,1.909,2
6054,"asfixiarse",6.96,2.194,1
6055,"asignatura",6.32,1.755,2
6056,"asistencia",8.38,2.303,2
6057,"asociación",8.92,2.088,2
6058,"astronauta",5.52,1.961,3
6059,"astronomía",9.78,1.345,2
6060,"automático",8.40,1.841,3
6061,"aventurera",7.58,1.842,3
6062,"baloncesto",5.10,1.717,2
6063,"bancarrota",9.68,1.856,2
6064,"barandilla",6.36,2.164,2
6065,"barbaridad",8.26,2.028,2
6066,"biblioteca",7.40,1.641,2
6067,"bienvenida",7.34,2.153,2
6068,"bolígrafos",4.86,1.654,2
6069,"borrachera",8.86,2.050,2
6070,"borrascosa",10.08,1.368,3
6071,"brillantes",5.42,2.071,3
6072,"buhardilla",9.40,1.884,2
6073,"burocracia",10.48,1.741,2
6074,"caballería",8.62,2.029,2
6075,"calcetines",3.54,1.403,2
6076,"calendario",6.88,2.154,2
6077,"campeonato",7.18,1.987,2
6078,"cantábrica",9.15,1.287,2
6079,"carnavales",5.14,2.109,2
6080,"carpintero",5.66,1.745,2
6081,"carricoche",7.94,3.146,2
6082,"castellano",7.40,2.090,2
6083,"casualidad",8.34,1.902,2
6084,"catástrofe",8.88,1.825,2
6085,"causalidad",10.34,1.649,2
6086,"cautiverio",10.60,0.948,2
6087,"cementerio",6.02,1.732,2
6088,"cenicienta",3.96,1.603,2
6089,"centímetro",7.76,1.665,2
6090,"científica",9.50,1.555,3
6091,"científico",8.00,1.874,3
6092,"cigarrillo",6.98,2.420,2
6093,"ciudadanos",7.84,1.910,2
6094,"claramente",7.92,2.098,4
6095,"colocación",7.02,2.025,2
6096,"comandante",8.68,2.025,2
6097,"comentario",8.14,2.010,2
6098,"compañeros",4.64,1.336,2
6099,"complicado",7.74,1.794,3
6100,"compostela",8.76,1.768,2
6101,"comprender",6.10,2.033,1
6102,"compromiso",8.96,2.070,2
6103,"compulsivo",9.50,1.446,3
6104,"concepción",10.22,1.418,2
6105,"conciencia",9.38,1.937,2
6106,"conclusión",9.18,1.722,2
6107,"condimento",9.60,1.773,2
6108,"configurar",9.56,1.740,1
6109,"conjunción",9.49,1.938,2
6110,"conseguido",7.10,1.909,1
6111,"considerar",8.94,1.823,1
6112,"consonante",6.04,1.678,3
6113,"constancia",9.40,2.030,2
6114,"constipado",6.40,2.507,2
6115,"contaminar",7.64,1.816,1
6116,"contemplar",8.54,1.865,1
6117,"contextual",10.24,1.080,3
6118,"continente",8.22,1.718,2
6119,"contrabajo",9.36,1.711,2
6120,"convencido",7.54,1.961,3
6121,"convertido",7.34,2.200,1
6122,"copulativa",10.24,1.117,3
6123,"cordillera",8.02,1.801,2
6124,"corrección",6.54,2.252,2
6125,"corredores",7.40,2.626,2
6126,"corrupción",10.10,1.329,2
6127,"cremallera",5.76,1.825,2
6128,"crepúsculo",10.26,1.306,2
6129,"crucificar",7.18,1.903,1
6130,"cualquiera",6.42,1.980,4
6131,"cuestiones",7.92,2.059,2
6132,"cumpleaños",2.78,1.282,2
6133,"curiosidad",7.14,1.938,2
6134,"decadencia",10.58,0.835,2
6135,"decisiones",7.64,1.782,2
6136,"decoración",7.74,1.946,2
6137,"dedicación",8.60,1.750,2
6138,"definición",7.96,1.851,2
6139,"definitiva",8.36,1.903,3
6140,"delegación",10.68,0.741,2
6141,"delicadeza",8.10,2.033,2
6142,"democracia",10.02,1.708,2
6143,"demostrado",8.20,1.714,1
6144,"depilación",9.24,1.975,2
6145,"deportista",5.98,1.813,2
6146,"deportivas",5.24,1.836,3
6147,"derivación",10.28,1.126,2
6148,"desacuerdo",9.04,1.690,2
6149,"desanimado",7.94,2.208,3
6150,"desarrollo",8.36,2.028,2
6151,"desenredar",6.78,2.083,1
6152,"desesperar",7.72,2.499,1
6153,"desilusión",9.02,1.932,2
6154,"desinterés",8.82,1.997,2
6155,"desolación",9.86,1.895,2
6156,"despedazar",8.00,2.030,1
6157,"despreciar",8.00,2.119,1
6158,"desventaja",7.70,1.764,2
6159,"desvestido",6.06,2.469,1
6160,"desviación",9.68,1.671,2
6161,"diecinueve",4.86,1.143,4
6162,"diecisiete",4.94,1.544,4
6163,"diferencia",7.08,2.127,2
6164,"diferentes",5.64,2.155,4
6165,"dificultad",7.70,2.384,2
6166,"dificultar",8.06,1.984,1
6167,"diligencia",10.04,1.702,2
6168,"diputación",10.50,1.147,2
6169,"disciplina",8.54,2.197,2
6170,"disgustado",7.38,2.147,3
6171,"disolución",10.38,1.028,2
6172,"distinción",9.40,1.726,2
6173,"distorsión",9.94,1.544,2
6174,"diversidad",9.84,1.621,2
6175,"divertirse",5.18,1.903,1
6176,"divorciado",8.42,2.177,3
6177,"dominación",9.34,1.710,2
6178,"dominancia",9.90,1.374,4
6179,"dominicana",9.32,1.755,2
6180,"dormitorio",5.16,1.557,2
6181,"doscientas",5.98,1.407,4
6182,"doscientos",6.28,1.429,2
6183,"dramaturgo",10.12,1.335,2
6184,"económicas",9.48,1.515,3
6185,"económicos",8.92,1.614,3
6186,"eficiencia",10.24,1.255,2
6187,"ejecutivos",9.16,1.695,2
6188,"elecciones",9.48,1.657,2
6189,"elocuencia",10.74,0.922,2
6190,"embarazosa",9.34,1.768,3
6191,"emergencia",6.60,1.829,2
6192,"empresario",8.60,2.167,2
6193,"encontrado",5.54,1.705,1
6194,"encuentran",5.50,1.729,1
6195,"enfermedad",4.88,1.955,2
6196,"enfurecido",6.82,2.247,3
6197,"entrenador",6.84,1.707,2
6198,"entretener",7.14,1.726,1
6199,"entrevista",8.44,2.012,2
6200,"entusiasmo",7.54,2.296,2
6201,"equilátero",9.02,1.824,3
6202,"equilibrio",7.90,2.043,2
6203,"escalofrío",7.10,2.384,2
6204,"escaparate",6.20,1.917,2
6205,"escarabajo",5.94,2.152,2
6206,"esclavitud",8.16,1.646,2
6207,"esclerosis",10.78,0.616,2
6208,"escritorio",5.88,1.780,2
6209,"escurridor",7.12,2.191,2
6210,"espabilado",7.20,2.390,1
6211,"espaguetis",4.64,1.663,2
6212,"específico",9.38,1.640,3
6213,"espiración",10.04,1.414,2
6214,"espiritual",8.92,1.872,3
6215,"espumadera",7.80,2.176,2
6216,"estantería",5.88,2.237,2
6217,"estridente",10.06,1.434,3
6218,"estropeado",5.64,1.893,3
6219,"estructura",9.20,1.666,2
6220,"estudiando",5.80,1.604,1
6221,"estudiante",5.76,1.933,2
6222,"exaltación",10.26,1.046,2
6223,"excelencia",9.74,1.838,2
6224,"excitación",10.12,1.288,2
6225,"exhibición",9.20,1.750,2
6226,"existencia",8.72,2.041,2
6227,"expedición",9.30,1.810,2
6228,"expediente",9.96,1.564,2
6229,"exposición",8.60,1.863,2
6230,"exprimidor",6.92,1.957,2
6231,"exteriores",7.94,1.921,2
6232,"extranjera",7.28,1.762,3
6233,"extranjero",6.98,2.290,2
6234,"extremidad",7.38,2.108,2
